Object Number,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
53.56.11,FALSE,TRUE,503673,684,Musical Instruments,1953,Oboe in C,Oboe in C,Dutch,,,,,16507,Maker, ,Hendrik Richters,"Dutch, Amsterdam 1683–1727 Amsterdam", ,"Richters, Hendrik",Dutch,1683,1727-10-20,,http://vocab.getty.edu/page/ulan/500334758,,before 1727,1727,1727,"Ebony, ivory, silver",22 1/2 × 2 3/8 × 2 3/8 in. (57.2 × 6 × 6 cm),"Gift of The University Museum, University of Pennsylvania, 1953",,Amsterdam,,,Netherlands,,,,,,,Aerophone-Reed Vibrated-double reed,,http://www.metmuseum.org/art/collection/search/503673,https://www.wikidata.org/wiki/Q29385658,,"Metropolitan Museum of Art, New York, NY",,,
1972.111.1a–c,FALSE,TRUE,503675,684,Musical Instruments,1972,Mandolin,Mandolin,American,,,,,15548,Maker, ,Angelo Mannello,"American, Morcone, Italy 1858–1922 New York", ,Mannello Angelo,"American, born Italy",1858,1922,,http://vocab.getty.edu/page/ulan/500332077,,ca. 1900,1890,1910,"Spruce, tortoiseshell, ivory, nickel-silver, metal,",24 9/16 × 7 13/16 × 5 3/8 in. (62.4 × 19.8 × 13.6 cm),"Gift of the family of Angelo Mannello, 1972",,New York,,New York,United States,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503675,https://www.wikidata.org/wiki/Q29385661,,"Metropolitan Museum of Art, New York, NY",,,
1984.34,TRUE,TRUE,503677,,Musical Instruments,1984,Grand Piano,Grand Piano,Austrian,,,,,15548,Maker, ,Ferdinand Hofmann,"Austrian, 1756–1829 Vienna", ,Hofmann Ferdinand,Austrian,1756,1829,,(not assigned),https://www.wikidata.org/wiki/Q94904302,ca. 1790,1775,1800,"Cherry wood, brass, enamel, ebony, bone","Instr. 213cm x 97cm x 29cm
Legs 7cm x 7cm x 59cm (X4)","Gift of Geraldine C. Herzfeld, in memory of her husband, Monroe Eliot Hemmerdinger, 1984",,Vienna,,,Austria,,,,,,,Chordophone-Zither-struck-piano,,http://www.metmuseum.org/art/collection/search/503677,https://www.wikidata.org/wiki/Q29385664,,"Metropolitan Museum of Art, New York, NY",,,
6.1312,TRUE,TRUE,503678,736,Musical Instruments,1906,Square Piano,Square Piano,American,,,,,15621615621,Maker|Maker, | ,Robert Nunns|John Clark,"British, (active United States) 1791–1869|British (active United States), active 1833–1907", | ,Nunns Robert|Clark John,British|British,1791      |1833      ,1869      |1858      ,|,http://vocab.getty.edu/page/ulan/500329980|,|,1853,1853,1853,"Rosewood, mother-of-pearl, tortoiseshell, abalone, felt, metal, paint, gilding","Height: 37 3/4 in. (95.9 cm)
Width: 87 15/16 in. (223.3 cm)
Depth: 46 7/16 in. (118 cm)","Gift of George Lowther, 1906",,New York,,New York,United States,,,,,,,Chordophone-Zither-struck-piano,,http://www.metmuseum.org/art/collection/search/503678,https://www.wikidata.org/wiki/Q29385666,,"Metropolitan Museum of Art, New York, NY",,,
09.163.6,FALSE,FALSE,503679,681,Musical Instruments,1909,Nyonganyonga,Nyonganyonga,Possibly Barwe People,,,,,,,,,,,,,,,,,,ca. 1900,1895,1905,"Wood, shell, metal, beads",L 9 3/16 × W. 6 5/8 in. (23.4 × 16.9 cm),"The Crosby Brown Collection of Musical Instruments, 1889",,,,Zambesi province,Mozambique,,,,,,,Idiophone-Plucked / Depressed,,http://www.metmuseum.org/art/collection/search/503679,https://www.wikidata.org/wiki/Q116413193,,"Metropolitan Museum of Art, New York, NY",,,
14.25.1623,TRUE,TRUE,503703,684,Musical Instruments,1914,Jagdhorn in G,Jagdhorn in G,German,,,,,15512,Maker, ,Jacob Schmidt,"German, Nuremberg 1642–1720", ,"Schmidt, Jacob",German,1642-11-09,1720-03-26,,,,ca. 1710–20,1660,1720,Brass,"Height (perpendicular to bell): 18 7/8 in. (47.9 cm)
Diameter (of bell): 9 1/8 in. (23.1 cm)","Gift of William H. Riggs, 1913",,Nürnberg,,,Germany,,,,,,,Aerophone-Lip Vibrated-horn,,http://www.metmuseum.org/art/collection/search/503703,https://www.wikidata.org/wiki/Q29385668,,"Metropolitan Museum of Art, New York, NY",,,
14.25.1618,TRUE,TRUE,503818,,Musical Instruments,1914,Side Drum,Side Drum,German,,,,,,,,,,,,,,,,,,1694–1733,1694,1733,"Copper alloy, wood, various materials","Height: 23 3/4 in. (60.4 cm)
Depth: 20 7/8 in. (53.1 cm)","Gift of William H. Riggs, 1913",,Dresden,,,Germany,,,,,,,Membranophone-double-headed / cylindrical drum,,http://www.metmuseum.org/art/collection/search/503818,https://www.wikidata.org/wiki/Q29385671,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659
1989.147,TRUE,TRUE,503930,684,Musical Instruments,1989,Guitar,Guitar,French,,,,,15566,Maker,attributed to,Jean-Baptiste Voboam, , ,Voboam Jean-Baptiste,French,          ,          ,,http://vocab.getty.edu/page/ulan/500331805,https://www.wikidata.org/wiki/Q75863365,1697,1697,1697,"Spruce, tortoiseshell, mother-of-pearl, ivory, ebony",38 1/8 × 9 15/16 × 4 in. (96.9 × 25.2 × 10.2 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, 1989",,,,,France,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503930,https://www.wikidata.org/wiki/Q29385674,,"Metropolitan Museum of Art, New York, NY",,,
69.29,FALSE,TRUE,503932,681,Musical Instruments,1969,Guitar,Guitar,Italian,,,,,,,,,,,,,,,,,,ca. 1800,1780,1820,"Spruce, ebony, ivory, tortoiseshell, mother-of-pearl, brass",H. 36 × W. 10 5/8 × D. 3 7/8 in. (91.4 × 27 × 9.8 cm),"Rogers Fund, 1969",,probably Naples,,,Italy,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503932,https://www.wikidata.org/wiki/Q29385677,,"Metropolitan Museum of Art, New York, NY",Men|Putti,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250465,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q284865
"1979.380a, b",TRUE,TRUE,503933,,Musical Instruments,1979,Guitar,Guitar,American,,,,,15582721951,Maker|Artist, | ,Christian Frederick Martin|George Wachsteter,"Markneukirchen, Saxony 1796–1873 Nazareth, Pennsylvania| ", | ,"Martin Christian Frederick|Wachsteter, George",American| ,1796      |          ,1796      |          ,|,http://vocab.getty.edu/page/ulan/500332602|,https://www.wikidata.org/wiki/Q2965264|,ca. 1838,1831,1841,"Wood, maple, spruce, abalone, ebony, metal, brass, ivory","Height: 36 13/16 in. (93.5 cm)
Width: 11 11/16 in. (29.7 cm)
Depth: 3 1/4 in. (8.3 cm)","Rogers Fund, 1979",,New York,,New York,United States,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503933,https://www.wikidata.org/wiki/Q29385680,,"Metropolitan Museum of Art, New York, NY",,,
89.4.2604,FALSE,FALSE,503936,681,Musical Instruments,1889,Eroro,Eroro,Benin,,,,,,,,,,,,,,,,,,19th century,1800,1899,Brass,"Height: 7 in. (17.8 cm)
Width (Of base): 4 1/16 in. (10.3 cm)","The Crosby Brown Collection of Musical Instruments, 1889",,,,,Nigeria,,,,,,,Idiophone-Struck-bell,,http://www.metmuseum.org/art/collection/search/503936,https://www.wikidata.org/wiki/Q116413228,,"Metropolitan Museum of Art, New York, NY",Faces,http://vocab.getty.edu/page/aat/300251798,https://www.wikidata.org/wiki/Q37017
1989.55,FALSE,TRUE,503939,684,Musical Instruments,1989,Sgra-Snyan,Sgra-Snyan,Tibetan,,,,,,,,,,,,,,,,,,14th–16th century,1300,1599,"Carved wood, skin, gesso, gilding",Height: 42 15/16 in. (109 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, 1989",,,,,Tibet,,,,,,,Chordophone-Lute-plucked-unfretted,,http://www.metmuseum.org/art/collection/search/503939,https://www.wikidata.org/wiki/Q29385682,,"Metropolitan Museum of Art, New York, NY",,,
2000.44,FALSE,TRUE,503940,684,Musical Instruments,2000,Double Whistle,Double Whistle,Mayan,Pre-Columbian,,,,,,,,,,,,,,,,,7th–9th century,600,899,"Pottery, paint",8 1/8 × 5 3/4 × 4 3/4 in. (20.6 × 14.6 × 12.1 cm),"Purchase, Gift of Elizabeth M. Riley, by exchange, 2000",,,,,Mexico,,,,,,,Aerophone-Whistle Flute,,http://www.metmuseum.org/art/collection/search/503940,https://www.wikidata.org/wiki/Q29385684,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113
52.96.1,TRUE,TRUE,503951,684,Musical Instruments,1952,Cornetto in A,Cornetto in A,German,,,,,,,,,,,,,,,,,,ca. 1575,1560,1580,"Ivory, gilt ferrule","22 1/2 × 1 1/4 × 1 1/4 in. (57.2 × 3.2 × 3.2 cm)
Width (At widest curve, approx.): 2 3/4 in. (7 cm)","Funds from various donors, 1952",,,,,Germany,,,,,,,Aerophone-Lip Vibrated,,http://www.metmuseum.org/art/collection/search/503951,https://www.wikidata.org/wiki/Q29385686,,"Metropolitan Museum of Art, New York, NY",,,
89.4.2375,TRUE,TRUE,503971,684,Musical Instruments,1889,Natural Trumpet,Natural Trumpet,German,,,,,15568,Maker, ,Johann Wilhelm Haas,"German, Nuremberg 1649–1723 Nuremberg", ,Haas Johann Wilhelm,German,1649,1723,,(not assigned),https://www.wikidata.org/wiki/Q16939134,late 17th century,1675,1699,Brass,"Depth (Without crook or mouthpiece): 25 11/16 in. (65.3 cm)
Diameter (Of bell): 4 7/16 in. (11.3 cm)","The Crosby Brown Collection of Musical Instruments, 1889",,Nürnberg,,,Germany,,,,,,,Aerophone-Lip Vibrated,,http://www.metmuseum.org/art/collection/search/503971,https://www.wikidata.org/wiki/Q29385688,,"Metropolitan Museum of Art, New York, NY",,,
43.34a–g,FALSE,TRUE,504019,684,Musical Instruments,1943,Transverse Flute in D-flat,Transverse Flute in D-flat,German,,,,,,,,,,,,,,,,,,1760–90,1760,1790,"Hard-paste porcelain, gold-plated brass","1 3/8 × 24 5/8 × 1 1/4 in. (3.5 × 62.5 × 3.2 cm)
Length (Smaller joint): 7 13/16 in. (19.8 cm)
Length (Longer joint): 8 3/8 in. (21.3 cm)
Case: 1 3/4 × 10 1/8 × 6 1/2 in. (4.4 × 25.7 × 16.5 cm)","Gift of R. Thornton Wilson, in memory of Florence Ellsworth Wilson, 1943",,,,South Germany or Saxony,Germany,,,,,,,Aerophone-Blow Hole-side-blown flute (transverse),,http://www.metmuseum.org/art/collection/search/504019,https://www.wikidata.org/wiki/Q29385692,,"Metropolitan Museum of Art, New York, NY",,,
1985.124,TRUE,TRUE,504210,684,Musical Instruments,1985,Cittern,Cittern,German,,,,,15581,Maker, ,Joachim Tielke,"German, 1641–1719", ,Tielke Joachim,German,1641,1719,,http://vocab.getty.edu/page/ulan/500098125,https://www.wikidata.org/wiki/Q108461,ca. 1685,1680,1690,"Cypress, ivory, ebony, parchment, brass",24 7/8 × 9 5/16 × 2 in. (63.2 × 23.7 × 5.1 cm),"Purchase, The Vincent Astor Foundation Gift and Rogers Fund, 1985",,Hamburg,,,Germany,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/504210,https://www.wikidata.org/wiki/Q29385694,,"Metropolitan Museum of Art, New York, NY",,,
2005.365,FALSE,TRUE,504256,,Musical Instruments,2005,Transverse Flute,Transverse Flute,French,,,,,16465,Manufacturer, ,Garion,French, ,Garion,French,          ,          ,,,,ca. 1720–40,1720,1740,"Rosewood, ivory, silver",L. 65.8 cm (25 7/8 in.); external diameter from head to foot 2.9 cm (1 1/8 in.) to 2.5 cm (1 in.); diameter of mount 3.6 cm (1 7/16 in.),"Purchase, Robert Alonzo Lehman Bequest, 2005",,Paris,,,France,,,,,,,Aerophone-Blow Hole-side-blown flute (transverse),,http://www.metmuseum.org/art/collection/search/504256,https://www.wikidata.org/wiki/Q29385696,,"Metropolitan Museum of Art, New York, NY",,,
"1980.111a, b",FALSE,TRUE,504284,681,Musical Instruments,1980,English Horn,English Horn,German,,,,,15611,Maker, ,H. Grenser, , ,Grenser H.,German,          ,          ,,,,before 1807,1780,1807,"Wood, ivory, brass","Total L.: 63.7 cm (25-1/8 in.)


","Rogers Fund, 1980",,Dresden,,,Germany,,,,,,,Aerophone-Reed Vibrated-double reed,,http://www.metmuseum.org/art/collection/search/504284,https://www.wikidata.org/wiki/Q29385698,,"Metropolitan Museum of Art, New York, NY",,,
2006.86a–c,TRUE,TRUE,504497,684,Musical Instruments,2006,Walking-Stick Flute/Oboe,Walking-Stick Flute/Oboe,German,,,,,15588,Maker, ,Georg Henrich Scherer,"German, Butzbach 1703–1778", ,"Scherer, Georg Henrich",German,1703-11-17,1778-05-11,,,,ca. 1750–57,1750,1757,"Narwhal (narwhahl) tusk, ivory, gilt brass
",1 3/8 × 42 1/4 × 1 3/8 in. (3.5 × 107.3 × 3.5 cm),"Purchase, Amati Gifts, 2006",,Butzbach,,,Germany,,,,,,,Aerophone,,http://www.metmuseum.org/art/collection/search/504497,https://www.wikidata.org/wiki/Q29385700,,"Metropolitan Museum of Art, New York, NY",,,
89.4.2883,TRUE,TRUE,505399,,Musical Instruments,1889,Regal,Regal,German,,,,,17689,Maker,possibly,Georg Voll,"German, Nuremberg active ca. 1540–ca. 1575, Nuremberg", ,"Voll, Georg",German,1540,1575,,,,ca. 1575,1575,1575,"Wood, various materials",24 × 34 1/4 in. (61 × 87 cm),"The Crosby Brown Collection of Musical Instruments, 1889",,Nürnberg,,,Germany,,,,,,,Aerophone-Organ,,http://www.metmuseum.org/art/collection/search/505399,https://www.wikidata.org/wiki/Q29385702,,"Metropolitan Museum of Art, New York, NY",,,
1984.114.1,FALSE,TRUE,505461,,Musical Instruments,1984,Violoncello,Violoncello,French,,,,,15594,Maker, ,Jean Baptiste Vuillaume,"French, Mirecourt 1798–1875 Paris", ,Vuillaume Jean Baptiste,French,1798,1875,,(not assigned),https://www.wikidata.org/wiki/Q621838,mid-19th century,1840,1860,Spruce and maple,Body L.: 75.5 cm (29-1/2 in.); Upper bouts: 34.2 cm (13-1/2 in.) Middle bouts; 23.6 cm (9-1/2 in.; Lower bouts: 43.9 cm (17-1/2 in.),"Gift of Dr. Peter Blos, 1984",,Paris,,,France,,,,,,,Chordophone-Lute-bowed-unfretted,,http://www.metmuseum.org/art/collection/search/505461,https://www.wikidata.org/wiki/Q29385704,,"Metropolitan Museum of Art, New York, NY",,,
89.4.3133,TRUE,FALSE,505501,,Musical Instruments,1889,Tenor Recorder,Tenor Recorder,German or Italian,,,,,,,,,,,,,,,,,,early 17th century (?),0,0,Wood,Length:  56.5 cm (22-1/4 in.),"The Crosby Brown Collection of Musical Instruments, 1889",,,,,Germany or Italy,,,,,,,Aerophone-Whistle Flute-recorder,,http://www.metmuseum.org/art/collection/search/505501,,,"Metropolitan Museum of Art, New York, NY",,,
2007.194a–f,TRUE,TRUE,505626,684,Musical Instruments,2007,Koto,Koto (?),Japanese,,,,,15605515602,Maker|Maker, |Workshop of,"Metalwork by Goto Teijo, 9th generation Goto master, Japan|Got? Y?j?","1603–1673|Japanese, ca. 1440–1512, first-generation Got? master", | ,Teijo Goto|Got? Y?j?,Japanese|Japanese,1603      |1415      ,1673      |1537      ,|,|(not assigned),|https://www.wikidata.org/wiki/Q5587930,early 17th century,1600,1625,"Various woods, ivory and tortoiseshell inlays, gold and silver inlays, metalwork, cloth, laquer, paper,",5 1/8 × 74 5/8 × 9 1/2 in. (13 × 189.5 × 24.2 cm),"Purchase, Amati Gifts, 2007",,,,,Japan,,,,,,,Chordophone-Zither-plucked-long zither,,http://www.metmuseum.org/art/collection/search/505626,https://www.wikidata.org/wiki/Q29385707,,"Metropolitan Museum of Art, New York, NY",Cranes,http://vocab.getty.edu/page/aat/300254555,https://www.wikidata.org/wiki/Q25365
2007.442,FALSE,TRUE,505722,684,Musical Instruments,2007,Painting,Portrait of Monsieur Aublet,French,,,,,16266,Artist, ,Guillaume Voiriot,"French, Paris 1713–1799 Paris", ,"Voiriot, Guillaume",French,1713,1799,,http://vocab.getty.edu/page/ulan/500026746,https://www.wikidata.org/wiki/Q1553935,ca. 1782,1780,1785,Oil on canvas,50 3/4 × 38 1/4 in. (128.9 × 97.2 cm),"Gift of The Bradford & Dorothea Endicott Foundation, 2007",,Paris,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/505722,https://www.wikidata.org/wiki/Q29385709,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Guitars,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300042025,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q6607
2008.1,TRUE,TRUE,505786,684,Musical Instruments,2008,Viola d'Amore,Viola d'Amore,Italian,,,,,15613,Maker, ,Giovanni Grancino,"Italian, Milan 1637–1709 Milan", ,Grancino Giovanni,Italian,1637,1709,,(not assigned),https://www.wikidata.org/wiki/Q5563874,1701,1701,1701,"Spruce, maple, ebony, bone, iron","Height: 23 1/2 in. (59.7 cm)
Width: 8 1/2 in. (21.6 cm)","Purchase, Amati Gifts, 2008",,Milan,,,Italy,,,,,,,Chordophone-Lute-bowed-fretted,,http://www.metmuseum.org/art/collection/search/505786,https://www.wikidata.org/wiki/Q29385711,,"Metropolitan Museum of Art, New York, NY",,,
2008.268,FALSE,TRUE,505825,684,Musical Instruments,2008,Hardanger Fiddle,Hardanger Fiddle,Norwegian,,,,,,,,,,,,,,,,,,1786,1786,1786,"Wood, mother-of-pearl, ebony, bone",25 1/2 × 7 1/2 × 3 1/2 in. (64.8 × 19.1 × 8.9 cm),"Purchase, Frederick M. Lehman Bequest, 2008",,,,,Norway,,,,,,,Chordophone-Lute-bowed-unfretted,,http://www.metmuseum.org/art/collection/search/505825,https://www.wikidata.org/wiki/Q29385713,,"Metropolitan Museum of Art, New York, NY",,,
2010.138.1–.4,TRUE,TRUE,506174,683,Musical Instruments,2010,Kettle Drums,Kettle Drums,Hanoverian (German),,,,,15653,Maker, ,Franz Peter Bundsen,ca. 1725–1795 (master 1754), ,Bundsen Franz Peter,Hanoverian (German),1725,1795,,,,1780,1780,1780,"Silver, iron, calfskin, textiles, gilding,","2010.138.1: 16 1/2 × 23 × 23 in., 52.9 lb. (41.9 × 58.4 × 58.4 cm, 24 kg)
2010.138.2: 16 3/4 × 24 1/2 × 24 1/2 in. (42.5 × 62.2 × 62.2 cm)","Purchase, Robert Alonzo Lehman Bequest, Acquisitions Fund, and Frederick M. Lehman Bequest, 2010",,Hanover,,,Germany,,,,,,,Membranophone-single-headed / kettle drum,,http://www.metmuseum.org/art/collection/search/506174,https://www.wikidata.org/wiki/Q29385716,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659
2010.185,TRUE,TRUE,506724,,Musical Instruments,2010,Clarinet in D,Clarinet in D,German,,,,,,,,,,,,,,,,,,1750–70,1750,1770,"Boxwood, brass","L. 53.3  x Diam. 3 cm (21 x 1 3/16 in.)
Section L. 112 mm (barrel/ mouthpiece);  242 mm (middle section); 179 mm (stock/ bell)","Purchase, Barbara Kahn Gift, in memory of Richard S. Kahn, 2010",,,,,Germany,,,,,,,Aerophone-Reed Vibrated-single reed cylindrical,,http://www.metmuseum.org/art/collection/search/506724,https://www.wikidata.org/wiki/Q29385720,,"Metropolitan Museum of Art, New York, NY",,,
14.3.17,TRUE,TRUE,543864,136,Egyptian Art,1914,"Statue, guardian figure",Guardian Figure,,Middle Kingdom,Dynasty 12,reign of Amenemhat II,,,,,,,,,,,,,,,ca. 1919–1885 B.C.,-1919,-1885,"Cedar wood, plaster, paint
",H. 57.6 cm (22 11/16 in.); W. 11 cm (4 5/16 in.); D. 26 cm (10 1/4 in.),"Rogers Fund and Edward S. Harkness Gift, 1914",From,,,,Egypt,Memphite Region,Lisht South,tomb of Imhotep,chamber inside the south enclosure wall,"MMA excavations, 1913–14",,,,http://www.metmuseum.org/art/collection/search/543864,https://www.wikidata.org/wiki/Q29385722,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441
19.2.16,FALSE,TRUE,543866,101,Egyptian Art,1919,"Dish, libation",Libation Dish Depicting Ka-Arms Presenting an Ankh-Sign,,Early Dynastic Period,Dynasty 1,,,,,,,,,,,,,,,,ca. 3100–2900 B.C.,-3100,-2900,Greywacke,w. 14.5 x h. (depth) 3.5 x l. 17.6 cm (5 11/16 x 1 3/8 x 6 15/16 in.),"Rogers Fund, 1919",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/543866,https://www.wikidata.org/wiki/Q29385725,,"Metropolitan Museum of Art, New York, NY",Ankh,http://vocab.getty.edu/page/aat/300010045,https://www.wikidata.org/wiki/Q180439
26.7.1287a–k,TRUE,TRUE,543867,111,Egyptian Art,1926,"Game box, hounds and jackals, Reniseneb",Game of Hounds and Jackals,,Middle Kingdom,Dynasty 12,reign of Amenemhat IV,,,,,,,,,,,,,,,ca. 1814–1805 B.C.,-1814,-1805,"Ebony, ivory","Board: H. 6.8 cm (2 11/16 in.); W. 10.1 cm (4 in.); D. 15.6 cm (6 1/8 in.); Average height with pins: 14 cm (5 1/2 in.); Jackal pins: H. 7 cm (2 3/4 in.) to 8.5 cm (3 3/8 in.) Bottom (2012.508): L. 12.9 cm (5 1/16 in); W. 7.4 cm (2 15/16 in); Th. 0.3 cm (1/8 in)
Hound pins: H. 6 cm (2 3/8 in.) to 6.8 cm (2 11/16 in.)","Purchase, Edward S. Harkness Gift, 1926 (26.7.1287a-k); Gift of Lord Carnarvon, 2012 (2012.508)",From,,,,Egypt,"Upper Egypt, Thebes","Asasif, Birabi",pit tomb CC 25,debris,"Carnarvon/Carter excavations, 1910",,,,http://www.metmuseum.org/art/collection/search/543867,https://www.wikidata.org/wiki/Q63997044,,"Metropolitan Museum of Art, New York, NY",Animals|Games|Jackals|Dogs,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300069657|http://vocab.getty.edu/page/aat/300310583|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q11410|https://www.wikidata.org/wiki/Q125525|https://www.wikidata.org/wiki/Q144
